,tin,mahalla,mahalla_code,viloyat,tuman,sektor,coato,region_id,district_id
2241,203084466,OQ OLTIN,2760,Qashqadaryo viloyati,Chiroqchi tumani,4,1710242,3,48
2242,201748763,TORJILGʻA,2763,Qashqadaryo viloyati,Ko‘kdala tumani,4,1710240,3,47
2243,201748716,UYSHUN,2764,Qashqadaryo viloyati,Chiroqchi tumani,4,1710242,3,48
2244,203084474,ARABBANDI,2748,Qashqadaryo viloyati,Chiroqchi tumani,4,1710242,3,48
2245,203084331,GULISTON,2753,Qashqadaryo viloyati,Ko‘kdala tumani,4,1710240,3,47
2246,303275709,QUSH AHXOR,2758,Qashqadaryo viloyati,Chiroqchi tumani,4,1710242,3,48
2247,200676142,GULISTON,2211,Qashqadaryo viloyati,G‘uzor tumani,1,1710207,3,37
2248,206730790,OBOD,2278,Qashqadaryo viloyati,Dehqonobod tumani,3,1710212,3,38
2249,207182136,TERAKLI,2281,Qashqadaryo viloyati,Dehqonobod tumani,3,1710212,3,38
2250,202368555,GUMBULOQ ,10514,Qashqadaryo viloyati,Dehqonobod tumani,3,1710212,3,38
2251,305751597,KALTAMINOR,10511,Qashqadaryo viloyati,Dehqonobod tumani,3,1710212,3,38
2252,202308558,CHAMBIL,2288,Qashqadaryo viloyati,Dehqonobod tumani,4,1710212,3,38
2253,307011344,ZAVQIY,10506,Qashqadaryo viloyati,Dehqonobod tumani,4,1710212,3,38
2254,201047006,BOSHCHORBOGʻ,2284,Qashqadaryo viloyati,Dehqonobod tumani,4,1710212,3,38
2255,202308534,GʻOʻROTI,2285,Qashqadaryo viloyati,Dehqonobod tumani,4,1710212,3,38
2256,207201823,BELIBOYLI,2282,Qashqadaryo viloyati,Dehqonobod tumani,4,1710212,3,38
2257,202330209,CHILGAZ,2290,Qashqadaryo viloyati,Dehqonobod tumani,4,1710212,3,38
2258,202817218,TABASSUM-1,2887,Qashqadaryo viloyati,Qarshi shahar,1,1710401,3,190
2259,202807618,XOʻJAXIYOL,2904,Qashqadaryo viloyati,Qarshi shahar,1,1710401,3,190
2260,202747305,TABASSUM,2901,Qashqadaryo viloyati,Qarshi shahar,1,1710401,3,190
2261,202807672,MAHALLOT ,2898,Qashqadaryo viloyati,Qarshi shahar,1,1710401,3,190
2262,202559064,MAGʻZON,2897,Qashqadaryo viloyati,Qarshi shahar,1,1710401,3,190
2263,202491088,QARLIQBOGʻOT,2894,Qashqadaryo viloyati,Qarshi shahar,1,1710401,3,190
2264,202817011,KAMANDI,2891,Qashqadaryo viloyati,Qarshi shahar,1,1710401,3,190
2265,202822513,GEOLOG,2890,Qashqadaryo viloyati,Qarshi shahar,1,1710401,3,190
2266,203041875,QAYQUOBOD,7835,Farg‘ona viloyati,O‘zbekiston tumani,1,1730230,11,143
2267,203674586,TUYUL,7836,Farg‘ona viloyati,O‘zbekiston tumani,1,1730230,11,143
2268,303369219,QORATEPA,7849,Farg‘ona viloyati,O‘zbekiston tumani,2,1730230,11,143
2269,203674594,AVGʻON,7842,Farg‘ona viloyati,O‘zbekiston tumani,2,1730230,11,143
2270,303376051,KATTA QAYNAR,7843,Farg‘ona viloyati,O‘zbekiston tumani,2,1730230,11,143
2271,203041890,DOʻSTLIK,7846,Farg‘ona viloyati,O‘zbekiston tumani,2,1730230,11,143
2272,205506579,ZIYOLILAR,7848,Farg‘ona viloyati,Qo‘qon shahar,2,1730405,11,188
2273,203904274,YALTIRABOT,3077,Navoiy viloyati,Navbahor tumani,3,1712230,4,53
2274,203049610,UCH TUT,3075,Navoiy viloyati,Navbahor tumani,3,1712230,4,53
2275,203032499,XALOVAT-TEPA,3076,Navoiy viloyati,Navbahor tumani,3,1712230,4,53
2276,203030414,YANGI-KUCH,3078,Navoiy viloyati,Navbahor tumani,3,1712230,4,53
2277,203047566,YOSH KUCH,3068,Navoiy viloyati,Navbahor tumani,3,1712230,4,53
2278,203030518,YANGI YOʻL,3085,Navoiy viloyati,Navbahor tumani,4,1712230,4,53
2279,203030501,OʻZBEKISTON,3084,Navoiy viloyati,Navbahor tumani,4,1712230,4,53
2280,203030533,QOROVULTEPA,3081,Navoiy viloyati,Navbahor tumani,4,1712230,4,53
2281,202866119,USHTOBE,2987,Navoiy viloyati,Konimex tumani,1,1712211,4,51
2282,202067202,SARJAL,2988,Navoiy viloyati,Konimex tumani,2,1712211,4,51
2283,204013949,DOʻRMON,7376,Farg‘ona viloyati,Qo‘shtepa tumani,4,1730206,11,134
2284,305478667,MUMTOZ,9852,Farg‘ona viloyati,Qo‘shtepa tumani,4,1730206,11,134
2285,204006860,XALQOBOD,7377,Farg‘ona viloyati,Qo‘shtepa tumani,4,1730206,11,134
2286,202637330,BOGʻOLONI,10087,Samarqand viloyati,Paxtachi tumani,2,1718230,6,79
2287,203030485,ARMIJON,3058,Navoiy viloyati,Navbahor tumani,2,1712230,4,53
2288,204371719,DULDUR,490,Andijon viloyati,Andijon tumani,1,1703203,0,1
2289,202547815,SHOSH TEPA,10724,Toshkent shahri,Yunusobod tumani,2,1726266,9,108
2290,204341969,QOʻQONLIK,493,Andijon viloyati,Andijon tumani,1,1703203,0,1
2291,203691559,QOʻSHARIQ,494,Andijon viloyati,Andijon tumani,1,1703203,0,1
2292,203691534,NAYMANOBOD,499,Andijon viloyati,Andijon tumani,1,1703203,0,1
2293,203345149,OQ ROVVOT,501,Andijon viloyati,Andijon tumani,1,1703203,0,1
2294,203691503,XOʻJA,505,Andijon viloyati,Andijon tumani,1,1703203,0,1
2295,203640408,YUKSALISH,509,Andijon viloyati,Andijon tumani,1,1703203,0,1
2296,203683820,AYLANPA,484,Andijon viloyati,Andijon tumani,1,1703203,0,1
2297,203683077,ZANGIBOBO,516,Andijon viloyati,Andijon tumani,2,1703203,0,1
2298,203683149,QORATUT,520,Andijon viloyati,Andijon tumani,2,1703203,0,1
2299,203681744,QOʻSHCHINOR,523,Andijon viloyati,Andijon tumani,2,1703203,0,1
2300,203683124,GUMBAZ,511,Andijon viloyati,Andijon tumani,2,1703203,0,1
2301,203683156,DARXON,512,Andijon viloyati,Andijon tumani,2,1703203,0,1
2302,203683100,OGʻULLIK,526,Andijon viloyati,Andijon tumani,2,1703203,0,1
2303,203683164,BAHOR,527,Andijon viloyati,Andijon tumani,2,1703203,0,1
2304,202640004,BULOQBOSHI,4792,Samarqand viloyati,Nurobod tumani,4,1718235,6,81
2305,202639834,OLGʻA,4795,Samarqand viloyati,Nurobod tumani,4,1718235,6,81
2306,202640029,SAHOBA,4796,Samarqand viloyati,Nurobod tumani,4,1718235,6,81
2307,202961981,YUQORI BESHKAPA,4801,Samarqand viloyati,Urgut tumani,1,1718236,6,82
2308,202818374,POCHVON,4816,Samarqand viloyati,Urgut tumani,1,1718236,6,82
2309,202818216,SANCHIQUL,4817,Samarqand viloyati,Urgut tumani,1,1718236,6,82
2310,202844612,XONCHORBOG,4928,Samarqand viloyati,Tayloq tumani,2,1718238,6,83
2311,202844779,SARIOSIYO,4935,Samarqand viloyati,Tayloq tumani,3,1718238,6,83
2312,202980642,YUQORI ROVOT,1047,Andijon viloyati,Marxamat tumani,1,1703227,0,10
2313,203055518,HASANMERGAN,1042,Andijon viloyati,Marxamat tumani,1,1703227,0,10
2314,202990890,SHOMAT,1043,Andijon viloyati,Marxamat tumani,1,1703227,0,10
2315,203055249,DURAFSHON,1033,Andijon viloyati,Marxamat tumani,1,1703227,0,10
2316,202981356,KONCHILAR,1034,Andijon viloyati,Marxamat tumani,1,1703227,0,10
2317,202974467,HOʻJAARIQ,1058,Andijon viloyati,Marxamat tumani,2,1703227,0,10
2318,203024745,GAR-GAR,1048,Andijon viloyati,Marxamat tumani,2,1703227,0,10
2319,202980666,DUKCHI ESHON,1049,Andijon viloyati,Marxamat tumani,2,1703227,0,10
2320,205642743,MIRISHKOR,1053,Andijon viloyati,Marxamat tumani,2,1703227,0,10
2321,202974546,TOSH YOʻLI,1055,Andijon viloyati,Marxamat tumani,2,1703227,0,10
2322,202980627,ERSHI,1070,Andijon viloyati,Marxamat tumani,3,1703227,0,10
2323,202987244,BOZORBOSHI,1061,Andijon viloyati,Marxamat tumani,3,1703227,0,10
2324,207192789,POLVONOBOD,7698,Farg‘ona viloyati,Rishton tumani,2,1730224,11,140
2325,202871833,GULISTON,7697,Farg‘ona viloyati,Rishton tumani,2,1730224,11,140
2326,202871896,XOJI QISHLOQ,7692,Farg‘ona viloyati,Rishton tumani,2,1730224,11,140
2327,202872104,OʻYRAT,7723,Farg‘ona viloyati,Rishton tumani,3,1730224,11,140
2328,202871556,DASHT PANDIGON,7706,Farg‘ona viloyati,Rishton tumani,3,1730224,11,140
2329,202871643,GUZAR,7707,Farg‘ona viloyati,Rishton tumani,3,1730224,11,140
2330,206975462,PASTKI BULOQBOSHI,7712,Farg‘ona viloyati,Rishton tumani,3,1730224,11,140
2331,202872071,PANDIGON,7716,Farg‘ona viloyati,Rishton tumani,3,1730224,11,140
2332,202871532,NAVBAHOR,7717,Farg‘ona viloyati,Rishton tumani,3,1730224,11,140
2333,202872088,DASHT TEGIRMON,7719,Farg‘ona viloyati,Rishton tumani,3,1730224,11,140
2334,202871714,SAROY,7722,Farg‘ona viloyati,Rishton tumani,3,1730224,11,140
2335,202872111,VOHIM,7729,Farg‘ona viloyati,Rishton tumani,4,1730224,11,140
2336,202724168,QOʻSHHOVUZ,5167,Samarqand viloyati,Kattaqo‘rg‘on shahar,1,1718406,6,175
2337,202853300,QOʻSHTEPA,435,Andijon viloyati,Oltinko‘l tumani,1,1703202,0,0
2338,202853094,MEHNAT,436,Andijon viloyati,Oltinko‘l tumani,1,1703202,0,0
2339,202867060,SADDA,439,Andijon viloyati,Oltinko‘l tumani,1,1703202,0,0
2340,202853292,UYGʻUR,441,Andijon viloyati,Oltinko‘l tumani,1,1703202,0,0
2341,202853142,SAROY,452,Andijon viloyati,Oltinko‘l tumani,2,1703202,0,0
2342,202834767,MAMAYUSUFCHEK,450,Andijon viloyati,Oltinko‘l tumani,2,1703202,0,0
2343,202853134,ANDIJON,448,Andijon viloyati,Oltinko‘l tumani,2,1703202,0,0
2344,203119104,BUYRAK,7668,Farg‘ona viloyati,Uchko‘prik tumani,4,1730221,11,139
2345,203119111,YAKKATUT,7667,Farg‘ona viloyati,Uchko‘prik tumani,4,1730221,11,139
2346,203119246,QORAYANTOQ,7664,Farg‘ona viloyati,Uchko‘prik tumani,4,1730221,11,139
2347,203119222,SOBIRJON,7663,Farg‘ona viloyati,Uchko‘prik tumani,4,1730221,11,139
2348,203119239,CHANG,7662,Farg‘ona viloyati,Uchko‘prik tumani,4,1730221,11,139
2349,202689590,NAVR O ʻ Z,7660,Farg‘ona viloyati,Uchko‘prik tumani,4,1730221,11,139
2350,202689647,TINCHLIK,7669,Farg‘ona viloyati,Uchko‘prik tumani,4,1730221,11,139
2351,203041789,BUZUQOʻRGʻON,7827,Farg‘ona viloyati,O‘zbekiston tumani,1,1730230,11,143
2352,203673342,QOʻRGʻONCHA,7828,Farg‘ona viloyati,O‘zbekiston tumani,1,1730230,11,143
2353,306170964,ZIYO NURSUX,10820,Farg‘ona viloyati,O‘zbekiston tumani,1,1730230,11,143
2354,203041772,BERUNIY,7821,Farg‘ona viloyati,O‘zbekiston tumani,1,1730230,11,143
2355,200189510,PASTKI QOʻRIQ,7820,Farg‘ona viloyati,O‘zbekiston tumani,1,1730230,11,143
2356,304917570,NAMUNA,7831,Farg‘ona viloyati,O‘zbekiston tumani,1,1730230,11,143
2357,203042043,MEVAZOR,7832,Farg‘ona viloyati,O‘zbekiston tumani,1,1730230,11,143
2358,203041829,DAXANA QAQIR,7834,Farg‘ona viloyati,O‘zbekiston tumani,1,1730230,11,143
2359,202657440,BOʻRONXOʻJA,4225,Samarqand viloyati,Ishtixon tumani,1,1718212,6,73
2360,202679778,CHAQAR,4235,Samarqand viloyati,Ishtixon tumani,1,1718212,6,73
2361,202657457,OʻZBEKISTON,4232,Samarqand viloyati,Ishtixon tumani,1,1718212,6,73
2362,202673762,SUGʻOT,4231,Samarqand viloyati,Ishtixon tumani,1,1718212,6,73
2363,202673730,RAVOT,4229,Samarqand viloyati,Ishtixon tumani,1,1718212,6,73
2364,202654080,KOʻKTEPA ,4227,Samarqand viloyati,Ishtixon tumani,1,1718212,6,73
2365,202657512,GULOBOD,4242,Samarqand viloyati,Ishtixon tumani,2,1718212,6,73
2366,202666478,XONAQA,4252,Samarqand viloyati,Ishtixon tumani,2,1718212,6,73
2367,202673708,TUPOR,4251,Samarqand viloyati,Ishtixon tumani,2,1718212,6,73
2368,202679761,ODIL,4250,Samarqand viloyati,Ishtixon tumani,2,1718212,6,73
2369,202770849,MIRISHKOR,4248,Samarqand viloyati,Ishtixon tumani,2,1718212,6,73
2370,204024634,GARMDON,7367,Farg‘ona viloyati,Qo‘shtepa tumani,3,1730206,11,134
2371,204011777,DEHQONOBOD,7365,Farg‘ona viloyati,Qo‘shtepa tumani,3,1730206,11,134
2372,202871484,QORAKALTAK,7361,Farg‘ona viloyati,Qo‘shtepa tumani,3,1730206,11,134
2373,202871477,LANGAR,7360,Farg‘ona viloyati,Qo‘shtepa tumani,3,1730206,11,134
2374,204028937,SHODLIK,7359,Farg‘ona viloyati,Qo‘shtepa tumani,3,1730206,11,134
2375,204024641,BOROT,7358,Farg‘ona viloyati,Qo‘shtepa tumani,3,1730206,11,134
2376,204470279,KOʻPRIKBOSHI,7369,Farg‘ona viloyati,Qo‘shtepa tumani,4,1730206,11,134
2377,202589218,NAMUNA,1333,Andijon viloyati,Andijon shahar,4,1703401,0,195
2378,202673010,MADANIYAT,1328,Andijon viloyati,Andijon shahar,4,1703401,0,195
2379,203077538,DEHQONOBOD,1327,Andijon viloyati,Andijon shahar,4,1703401,0,195
2380,202847394,BOBUR,1325,Andijon viloyati,Andijon shahar,4,1703401,0,195
2381,202828124,QUMGUZAR,657,Andijon viloyati,Buloqboshi tumani,1,1703210,0,4
2382,202832864,CHANDIR,4625,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2383,202832635,PARCHA CHANDIR,4617,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2384,202832825,AGʻRON,4601,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2385,207236842,GULOBOD,4607,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2386,202832833,JOUL QOSIM,4609,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2387,202832342,ZANGIBOYI,4610,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2388,202832374,QUYI DARGʻOM,4612,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2389,203213810,JEVACHI,554,Andijon viloyati,Andijon tumani,4,1703203,0,1
2390,203213874,ZAVROQ,555,Andijon viloyati,Andijon tumani,4,1703203,0,1
2391,203213866,JAXONOBOD,553,Andijon viloyati,Andijon tumani,4,1703203,0,1
2392,203213859,BUYUK TURON,550,Andijon viloyati,Andijon tumani,4,1703203,0,1
2393,203681680,OTCHOPAR ,9698,Andijon viloyati,Andijon tumani,4,1703203,0,1
2394,203681720,GULISTON,9702,Andijon viloyati,Andijon tumani,4,1703203,0,1
2395,205409872,BOGʻBON,4269,Samarqand viloyati,Ishtixon tumani,4,1718212,6,73
2396,202732902,JURA MAXMUDOV,4271,Samarqand viloyati,Ishtixon tumani,4,1718212,6,73
2397,202654026,ZARTEPA,4273,Samarqand viloyati,Ishtixon tumani,4,1718212,6,73
2398,202679793,MINGLAR,4275,Samarqand viloyati,Ishtixon tumani,4,1718212,6,73
2399,202679785,MOXPAR,4277,Samarqand viloyati,Ishtixon tumani,4,1718212,6,73
2400,202680834,SOHIBKOR,4278,Samarqand viloyati,Ishtixon tumani,4,1718212,6,73
2401,202673747,SHEYXLARKENT,4282,Samarqand viloyati,Ishtixon tumani,4,1718212,6,73
2402,202673636,YUGʻONTEPA,4283,Samarqand viloyati,Ishtixon tumani,4,1718212,6,73
2403,306114145,ZARMITAN,10094,Samarqand viloyati,Qo‘shrabot tumani,1,1718216,6,75
2404,203091180,QUVKALLA,4358,Samarqand viloyati,Qo‘shrabot tumani,1,1718216,6,75
2405,203091276,QIYQIM,4359,Samarqand viloyati,Qo‘shrabot tumani,1,1718216,6,75
2406,203091079,MAYINTEPA,4361,Samarqand viloyati,Qo‘shrabot tumani,1,1718216,6,75
2407,203091284,SHOVANA,4363,Samarqand viloyati,Qo‘shrabot tumani,1,1718216,6,75
2408,203091094,JOʻSH OTA,9856,Samarqand viloyati,Qo‘shrabot tumani,2,1718216,6,75
2409,203272715,YUKSALISH,7299,Farg‘ona viloyati,Oltiariq tumani,2,1730203,11,133
2410,203272690,MAORIF,7300,Farg‘ona viloyati,Oltiariq tumani,2,1730203,11,133
2411,202828250,SOXIBKOR,677,Andijon viloyati,Buloqboshi tumani,3,1703210,0,4
2412,202828322,TINCHLIK,678,Andijon viloyati,Buloqboshi tumani,3,1703210,0,4
2413,202823084,SOYBOʻYI,691,Andijon viloyati,Buloqboshi tumani,4,1703210,0,4
2414,202828354,BALANDCHEK,681,Andijon viloyati,Buloqboshi tumani,4,1703210,0,4
2415,202828084,BARLOS,682,Andijon viloyati,Buloqboshi tumani,4,1703210,0,4
2416,202823052,YORBOSHI,684,Andijon viloyati,Buloqboshi tumani,4,1703210,0,4
2417,202823069,KOʻPRIKBOSHI,686,Andijon viloyati,Buloqboshi tumani,4,1703210,0,4
2418,202861465,NEFTCHILAR,687,Andijon viloyati,Buloqboshi tumani,4,1703210,0,4
2419,202823044,RAISH,688,Andijon viloyati,Buloqboshi tumani,4,1703210,0,4
2420,204782024,AQCHA,692,Andijon viloyati,Jalaquduq tumani,1,1703211,0,5
2421,203850004,DOSTONOBOD,695,Andijon viloyati,Jalaquduq tumani,1,1703211,0,5
2422,204016105,QORAGʻUL,701,Andijon viloyati,Jalaquduq tumani,1,1703211,0,5
2423,203650237,QORAYANTOQ,702,Andijon viloyati,Jalaquduq tumani,1,1703211,0,5
2424,203685683,GULISTON,713,Andijon viloyati,Jalaquduq tumani,2,1703211,0,5
2425,203660715,SHARXONCHEKI,723,Andijon viloyati,Jalaquduq tumani,2,1703211,0,5
2426,203646991,TOSHXOVUZ,720,Andijon viloyati,Jalaquduq tumani,2,1703211,0,5
2427,202824558,NAYMAN,7598,Farg‘ona viloyati,Quva tumani,3,1730218,11,138
2428,202827649,SANOATCHILAR,7590,Farg‘ona viloyati,Quva tumani,3,1730218,11,138
2429,202975212,OʻRABOSHI,7592,Farg‘ona viloyati,Quva tumani,3,1730218,11,138
2430,202824415,SOYKELDI,7593,Farg‘ona viloyati,Quva tumani,3,1730218,11,138
2431,200171455,ITTIFOQ,7594,Farg‘ona viloyati,Quva tumani,3,1730218,11,138
2432,202849984,TOSHKENT,7615,Farg‘ona viloyati,Quva tumani,4,1730218,11,138
2433,202778354,OʻRTA QOʻNGʻIROT,7453,Farg‘ona viloyati,Buvayda tumani,1,1730212,11,136
2434,207125538,TARRACHI,7441,Farg‘ona viloyati,Buvayda tumani,1,1730212,11,136
2435,202778472,DEXQONOBOD ,7451,Farg‘ona viloyati,Buvayda tumani,1,1730212,11,136
2436,204081010,AQTOV,3159,Navoiy viloyati,Tomdi tumani,2,1712244,4,56
2437,204080961,SUKETTI,3160,Navoiy viloyati,Tomdi tumani,2,1712244,4,56
2438,204080993,KERIZ,3162,Navoiy viloyati,Tomdi tumani,3,1712244,4,56
2439,204080985,SHIELI,3163,Navoiy viloyati,Tomdi tumani,3,1712244,4,56
2440,204080954,AYAQQUDUQ,3164,Navoiy viloyati,Tomdi tumani,4,1712244,4,56
2441,202692914,UZUNQUDUQ,3168,Navoiy viloyati,Uchkuduq shahar,1,1712248,4,204
2442,202692898,ALTINTOV,3165,Navoiy viloyati,Uchkuduq shahar,1,1712248,4,204
2443,202692938,KOʻKAYAZ,3172,Navoiy viloyati,Uchkuduq shahar,2,1712248,4,204
2444,202892902,ABAY,3169,Navoiy viloyati,Uchkuduq shahar,2,1712248,4,204
2445,202692906,BOZDUN,3170,Navoiy viloyati,Uchkuduq shahar,2,1712248,4,204
2446,203681665,KATTA GUZAR,9704,Andijon viloyati,Andijon tumani,4,1703203,0,1
2447,202296424,PILLAKOR,633,Andijon viloyati,Bo‘ston tumani,1,1703209,0,3
2448,202296377,KOʻXINUR,9572,Andijon viloyati,Bo‘ston tumani,1,1703209,0,3
2449,201979555,NURAFSHON,638,Andijon viloyati,Bo‘ston tumani,2,1703209,0,3
2450,202853174,OʻRTA,455,Andijon viloyati,Oltinko‘l tumani,2,1703202,0,0
2451,202853103,TOPTIQ,454,Andijon viloyati,Oltinko‘l tumani,2,1703202,0,0
2452,202853159,SAFAROBOD,453,Andijon viloyati,Oltinko‘l tumani,2,1703202,0,0
2453,202834735,OQTEPA,467,Andijon viloyati,Oltinko‘l tumani,3,1703202,0,0
2454,202831526,SAROY-1,469,Andijon viloyati,Oltinko‘l tumani,3,1703202,0,0
2455,202831534,SAROY-2,470,Andijon viloyati,Oltinko‘l tumani,3,1703202,0,0
2456,202831486,ITTIFOQ,460,Andijon viloyati,Oltinko‘l tumani,3,1703202,0,0
2457,202834750,KATTA OQTEPA,461,Andijon viloyati,Oltinko‘l tumani,3,1703202,0,0
2458,202801056,AMIR TEMUR,753,Andijon viloyati,Izboskan tumani,1,1703214,0,6
2459,202801071,YUQORI,780,Andijon viloyati,Izboskan tumani,1,1703214,0,6
2460,202779843,GURKIROV,788,Andijon viloyati,Izboskan tumani,2,1703214,0,6
2461,202779724,BESHTERAK,784,Andijon viloyati,Izboskan tumani,2,1703214,0,6
2462,202801088,ANORZOR,781,Andijon viloyati,Izboskan tumani,2,1703214,0,6
2463,202756215,TOSHKECHIK,800,Andijon viloyati,Izboskan tumani,2,1703214,0,6
2464,202756326,URGANJI,803,Andijon viloyati,Izboskan tumani,2,1703214,0,6
2465,204776711,OʻRTAQISHLOQ,804,Andijon viloyati,Izboskan tumani,2,1703214,0,6
2466,202756190,YUQORI CHUVAMA,807,Andijon viloyati,Izboskan tumani,2,1703214,0,6
2467,202779732,GUZAR,814,Andijon viloyati,Izboskan tumani,3,1703214,0,6
2468,202779811,BOTIROBOD,812,Andijon viloyati,Izboskan tumani,3,1703214,0,6
2469,202779835,TINCHLIK,824,Andijon viloyati,Izboskan tumani,3,1703214,0,6
2470,202680826,ZARBAND,4244,Samarqand viloyati,Ishtixon tumani,2,1718212,6,73
2471,202666485,DOʻSTLIK,4243,Samarqand viloyati,Ishtixon tumani,2,1718212,6,73
2472,206947948,BOʻSTON,4241,Samarqand viloyati,Ishtixon tumani,2,1718212,6,73
2473,202654065,CHINORTEPA,4267,Samarqand viloyati,Ishtixon tumani,3,1718212,6,73
2474,202657472,AZAMAT,4254,Samarqand viloyati,Ishtixon tumani,3,1718212,6,73
2475,202654073,QOʻNGʻIROT,4264,Samarqand viloyati,Ishtixon tumani,3,1718212,6,73
2476,207302468,VATANPARVAR,10899,Samarqand viloyati,Kattaqo‘rg‘on shahar,4,1718406,6,175
2477,202724089,SUFI OLLOYOR,5195,Samarqand viloyati,Kattaqo‘rg‘on shahar,4,1718406,6,175
2478,202724183,MEHRJON,5193,Samarqand viloyati,Kattaqo‘rg‘on shahar,4,1718406,6,175
2479,202724286,ZIYOLILAR,5191,Samarqand viloyati,Kattaqo‘rg‘on shahar,4,1718406,6,175
2480,202724025,AMIR TEMUR,5188,Samarqand viloyati,Kattaqo‘rg‘on shahar,4,1718406,6,175
2481,203640794,YANGIJOY,4703,Samarqand viloyati,Samarqand tumani,1,1718233,6,80
2482,203645692,OHALIK,4693,Samarqand viloyati,Samarqand tumani,1,1718233,6,80
2483,203640859,KOʻSAHO,4690,Samarqand viloyati,Samarqand tumani,1,1718233,6,80
2484,203643671,MIRONQUL,4691,Samarqand viloyati,Samarqand tumani,1,1718233,6,80
2485,203640827,OʻRTA OHALIK,4695,Samarqand viloyati,Samarqand tumani,1,1718233,6,80
2486,203643560,OʻRTASHIQ,4696,Samarqand viloyati,Samarqand tumani,1,1718233,6,80
2487,203640898,XAYMARI BOLO,4697,Samarqand viloyati,Samarqand tumani,1,1718233,6,80
2488,203640866,RAJABAMIN,4718,Samarqand viloyati,Samarqand tumani,2,1718233,6,80
2489,202832628,PARCHAQORA,4618,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2490,207103485,PAXTACHI,4619,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2491,202832840,ESABOY,4626,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2492,202464849,TORARIQ,4621,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2493,202832904,FURQAT,4623,Samarqand viloyati,Pastdarg‘om tumani,4,1718227,6,78
2494,202640036,AMIR TEMUR,4764,Samarqand viloyati,Nurobod tumani,1,1718235,6,81
2495,202824447,KANDABULOQ,7555,Farg‘ona viloyati,Quva tumani,1,1730218,11,138
2496,202824423,DAMARIQ,7554,Farg‘ona viloyati,Quva tumani,1,1730218,11,138
2497,202824462,QASHQAR,7582,Farg‘ona viloyati,Quva tumani,2,1730218,11,138
2498,207083149,PANDIGON,7584,Farg‘ona viloyati,Quva tumani,2,1730218,11,138
2499,200171470,SOYGUZAR,7586,Farg‘ona viloyati,Quva tumani,2,1730218,11,138
2500,202827735,YANGIQISHLOQ,7587,Farg‘ona viloyati,Quva tumani,2,1730218,11,138
2501,202824534,OQQOʻRGʻON,7588,Farg‘ona viloyati,Quva tumani,2,1730218,11,138
2502,207207244,GUMXONA,7589,Farg‘ona viloyati,Quva tumani,2,1730218,11,138
2503,200171542,TURKROVOT,7575,Farg‘ona viloyati,Quva tumani,2,1730218,11,138
2504,202824479,KATTA QISHLOQ,7580,Farg‘ona viloyati,Quva tumani,2,1730218,11,138
2505,200171510,B Oʻ S T O N,7597,Farg‘ona viloyati,Quva tumani,3,1730218,11,138
2506,200171559,IFTIXOR,7601,Farg‘ona viloyati,Quva tumani,3,1730218,11,138
2507,202824565,QAYIRMA,7599,Farg‘ona viloyati,Quva tumani,3,1730218,11,138
2508,202831502,NAMUNA,466,Andijon viloyati,Oltinko‘l tumani,3,1703202,0,0
2509,202853181,UZUNKOʻCHA,471,Andijon viloyati,Oltinko‘l tumani,3,1703202,0,0
2510,207130065,MADANIY MEHNAT-2,476,Andijon viloyati,Oltinko‘l tumani,4,1703202,0,0
2511,202831454,QAYIRMA,474,Andijon viloyati,Oltinko‘l tumani,4,1703202,0,0
2512,202834807,ERKIN,483,Andijon viloyati,Oltinko‘l tumani,4,1703202,0,0
2513,202834822,ITTIFOQ,10751,Andijon viloyati,Oltinko‘l tumani,4,1703202,0,0
2514,202834774,MAQSAD,478,Andijon viloyati,Oltinko‘l tumani,4,1703202,0,0
2515,202718618,BOBUR,965,Andijon viloyati,Asaka tumani,1,1703224,0,9
2516,202718633,BARAKA,961,Andijon viloyati,Asaka tumani,1,1703224,0,9
2517,202692272,AMIR TEMUR,959,Andijon viloyati,Asaka tumani,1,1703224,0,9
2518,202692289,SHODLIK,976,Andijon viloyati,Asaka tumani,1,1703224,0,9
2519,304932181,TINCHLIK,7851,Farg‘ona viloyati,O‘zbekiston tumani,2,1730230,11,143
2520,203041979,QUMBOSTI,7853,Farg‘ona viloyati,O‘zbekiston tumani,2,1730230,11,143
2521,304991592,FAROVON KELAJAK,7855,Farg‘ona viloyati,O‘zbekiston tumani,2,1730230,11,143
2522,306091438,ASHIRQULMERGAN,10471,Farg‘ona viloyati,Qo‘qon shahar,2,1730405,11,188
2523,203042146,TURKISTON,10469,Farg‘ona viloyati,O‘zbekiston tumani,2,1730230,11,143
2524,202657529,QORAQISHLOQ,4262,Samarqand viloyati,Ishtixon tumani,3,1718212,6,73
