,махаля,region_id,district_id
2391,ЖАХОНОБОД,0,1
2392,БУЮК ТУРОН,0,1
2393,ОТЧОПАР ,0,1
2394,ГУЛИСТОН,0,1
2395,БОҒБОН,6,73
2396,ЖУРА МАХМУДОВ,6,73
2397,ЗАРТЕПА,6,73
2398,МИНГЛАР,6,73
2399,МОХПАР,6,73
2400,СОҲИБКОР,6,73
2401,ШЕЙХЛАРКЕНТ,6,73
2402,ЮҒОНТЕПА,6,73
2403,ЗАРМИТАН,6,75
2404,ҚУВКАЛЛА,6,75
2405,ҚИЙҚИМ,6,75
2406,МАЙИНТЕПА,6,75
2407,ШОВАНА,6,75
2408,ЖЎШ ОТА,6,75
2409,ЮКСАЛИШ,11,133
2410,МАОРИФ,11,133
2411,СОХИБКОР,0,4
2412,ТИНЧЛИК,0,4
2413,СОЙБЎЙИ,0,4
2414,БАЛАНДЧЕК,0,4
2415,БАРЛОС,0,4
2416,ЁРБОШИ,0,4
2417,КЎПРИКБОШИ,0,4
2418,НЕФТЧИЛАР,0,4
2419,РАИШ,0,4
2420,АҚЧА,0,5
2421,ДОСТОНОБОД,0,5
2422,ҚОРАҒУЛ,0,5
2423,ҚОРАЯНТОҚ,0,5
2424,ГУЛИСТОН,0,5
2425,ШАРХОНЧЕКИ,0,5
2426,ТОШХОВУЗ,0,5
2427,НАЙМАН,11,138
2428,САНОАТЧИЛАР,11,138
2429,ЎРАБОШИ,11,138
2430,СОЙКЕЛДИ,11,138
2431,ИТТИФОҚ,11,138
2432,ТОШКЕНТ,11,138
2433,ЎРТА ҚЎНҒИРОТ,11,136
2434,ТАРРАЧИ,11,136
2435,ДЕХҚОНОБОД ,11,136
2436,АҚТОВ,4,56
2437,СУКЕТТИ,4,56
2438,КЕРИЗ,4,56
2439,ШИЕЛИ,4,56
2440,АЯҚҚУДУҚ,4,56
2441,УЗУНҚУДУҚ,4,204
2442,АЛТИНТОВ,4,204
2443,КЎКАЯЗ,4,204
2444,АБАЙ,4,204
2445,БОЗДУН,4,204
2446,КАТТА ГУЗАР,0,1
2447,ПИЛЛАКОР,0,3
2448,КЎХИНУР,0,3
2449,НУРАФШОН,0,3
2450,ЎРТА,0,0
2451,ТОПТИҚ,0,0
2452,САФАРОБОД,0,0
2453,ОҚТЕПА,0,0
2454,САРОЙ-1,0,0
2455,САРОЙ-2,0,0
2456,ИТТИФОҚ,0,0
2457,КАТТА ОҚТЕПА,0,0
2458,АМИР ТЕМУР,0,6
2459,ЮҚОРИ,0,6
2460,ГУРКИРОВ,0,6
2461,БЕШТЕРАК,0,6
2462,АНОРЗОР,0,6
2463,ТОШКЕЧИК,0,6
2464,УРГАНЖИ,0,6
2465,ЎРТАҚИШЛОҚ,0,6
2466,ЮҚОРИ ЧУВАМА,0,6
2467,ГУЗАР,0,6
2468,БОТИРОБОД,0,6
2469,ТИНЧЛИК,0,6
2470,ЗАРБАНД,6,73
2471,ДЎСТЛИК,6,73
2472,БЎСТОН,6,73
2473,ЧИНОРТЕПА,6,73
2474,АЗАМАТ,6,73
2475,ҚЎНҒИРОТ,6,73
2476,ВАТАНПАРВАР,6,175
2477,СУФИ ОЛЛОЁР,6,175
2478,МЕҲРЖОН,6,175
2479,ЗИЁЛИЛАР,6,175
2480,АМИР ТЕМУР,6,175
2481,ЯНГИЖОЙ,6,80
2482,ОҲАЛИК,6,80
2483,КЎСАҲО,6,80
2484,МИРОНҚУЛ,6,80
2485,ЎРТА ОҲАЛИК,6,80
2486,ЎРТАШИҚ,6,80
2487,ХАЙМАРИ БОЛО,6,80
2488,РАЖАБАМИН,6,80
2489,ПАРЧАҚОРА,6,78
2490,ПАХТАЧИ,6,78
2491,ЕСАБОЙ,6,78
2492,ТОРАРИҚ,6,78
2493,ФУРҚАТ,6,78
2494,АМИР ТЕМУР,6,81
2495,КАНДАБУЛОҚ,11,138
2496,ДАМАРИҚ,11,138
2497,ҚАШҚАР,11,138
2498,ПАНДИГОН,11,138
2499,СОЙГУЗАР,11,138
2500,ЯНГИҚИШЛОҚ,11,138
2501,ОҚҚЎРҒОН,11,138
2502,ГУМХОНА,11,138
2503,ТУРКРОВОТ,11,138
2504,КАТТА ҚИШЛОҚ,11,138
2505,Б Ў С Т О Н,11,138
2506,ИФТИХОР,11,138
2507,ҚАЙИРМА,11,138
2508,НАМУНА,0,0
2509,УЗУНКЎЧА,0,0
2510,МАДАНИЙ МЕҲНАТ-2,0,0
2511,ҚАЙИРМА,0,0
2512,ЕРКИН,0,0
2513,ИТТИФОҚ,0,0
2514,МАҚСАД,0,0
2515,БОБУР,0,9
2516,БАРАКА,0,9
2517,АМИР ТЕМУР,0,9
2518,ШОДЛИК,0,9
2519,ТИНЧЛИК,11,143
2520,ҚУМБОСТИ,11,143
2521,ФАРОВОН КЕЛАЖАК,11,143
2522,АШИРҚУЛМЕРГАН,11,188
2523,ТУРКИСТОН,11,143
2524,ҚОРАҚИШЛОҚ,6,73
2525,ОРЛОТ,6,73
2526,ҚИРҚЙИГИТ,6,73
2527,КЎТАРМА,6,73
2528,ДЕҲҚОНОБОД,6,73
2529,ДАМАРИҚ,6,73
2530,ҒАФУР ҒУЛОМ,6,73
2531,ТОЙТУЁҚ,6,73
2532,УЧТЕПА,0,4
2533,ЗАРҒАЛДОҚ,0,4
2534,ҚАҚИР,0,4
2535,НАВОИЙ,0,4
2536,САРВОНТЕПА,0,4
2537,ЮҚОРИ ТЕГАНА,6,82
2538,БИРЛИК,6,82
2539,ҒИШТМАЧИТ,6,82
2540,КЎТАРМА,6,82
2541,ЁРМИШ,12,149
2542,ЯНГИОБОД,3,44
2543,БАЙНАЛМИНАЛ,3,45
2544,БАЛХИЯК,3,45
2545,НУРЧИ,3,45
2546,ПАХТАЗОР,3,45
2547,БАҲРИН,0,9
2548,ҒАНЧИЮЗ,0,9
2549,КУЖГАН,0,9
2550,ЧЎНТАК,0,9
2551,25-ҚИПЧОҚ АРИҚ,11,188
2552,30-САДОҚАТ,11,188
2553,61-МУҚИМИЙ,11,188
2554,19-ШАЙХОН,11,188
2555,64-САОДАТ,11,188
2556,ИСТИҚБОЛ,4,55
2557,ОҚМАЧИТ,4,55
2558,БЎДИҚ,4,55
2559,ИБН СИНО,4,55
2560,ЗАРАФШОН,4,58
2561,ХЎЖАҚУЛОБОД,4,58
2562,АБДУХОЛИҚ ҒИЖДУВОНИЙ,1,17
2563,ҚУЙИ ЯККАТУТ,11,142
2564,ҲЎЖААРИҚ,11,142
2565,СОЙБЎЙИ,11,142
2566,ТОШКЕНТ,11,133
2567,БЕГЛАР,11,133
2568,ЗАРХАЛ,11,133
2569,ШОПУЛОТ,6,83
2570,ХЎЖАҚИШЛОҚ,6,83
2571,ЎРТАҚИШЛОҚ,6,83
2572,ТЕПАҚИШЛОҚ,6,83
2573,ТАЛЛИОТА,6,83
2574,САРИБОЗОР,6,83
2575,НАВЗАНДАК,6,83
2576,ЖУМАБОЗОР,6,83
2577,АДАС,6,83
2578,КЎКСАРОЙ,4,58
2579,ИСТИҚЛОЛ,4,58
2580,НАЙМАН,4,58
2581,ҚУЧЧИ,4,58
2582,ТОШЛОҚ,0,8
2583,ТАДБИРКОР,0,8
2584,ОБОДОН,0,8
2585,НАФОСАТ,0,8
2586,НАВБАХОР,0,8
2587,ҚЎШТЕПА,0,8
2588,ҚЎТҚАР,0,8
2589,ЯНГИЕР,11,139
2590,ПАХТАОБОД,4,54
2591,НАРПАЙ,4,54
2592,ЎЗБЕКИСТОН,4,54
2593,БОҒИШАМОЛ,4,54
2594,ВАРҚ,4,54
2595,ГУЛОБОД,4,54
2596,КАТТА МАЧИТ,4,54
2597,ТАЛҚОҚ,4,54
2598,ФАРҲОД,4,54
2599,БЕШКЕНТ,4,54
2600,ҚАХРАМОН,0,2
2601,ҚЎРҒОНЧА,0,2
2602,НАВНИҲОЛ,0,2
2603,СИЗА,0,2
2604,ЯНГИ ХАЁТ,0,2
2605,ЎЛМАС,0,2
2606,ҚРТА ЎҚЧИ,11,134
2607,ЎҚЧИ,11,134
2608,ХУМДОН,11,134
2609,САРМАЗОР,11,134
2610,БЎСТОН,11,134
2611,САРОЙ,6,81
2612,САРИКУЛ,6,81
2613,САЗАҒОН ,6,81
2614,МЕҲНАТКАШ,6,81
2615,ОМОНДАРА,6,81
2616,ҲАЛҚАБОД,6,81
2617,БОШҚУДУҚ,6,81
2618,ЖОМ,6,81
2619,УЛУС,6,81
2620,ТЕГИРМОНБОШИ,6,81
2621,МАШъАЛ,6,81
2622,ОЛМАЗОР,6,72
2623,ЭСКИ ЖОМБОЙ,6,72
2624,ҚОРАМЎЙИН,6,72
2625,САМАРҚАНД,6,72
2626,ҒИЖДУВОН,6,82
2627,ПИЧОҚЧИ,11,205
2628,АРИҚ БЎЙИ,11,205
2629,РОХАТ,11,205
2630,ГАЛАТОЙ,11,205
2631,ЯНГИ ҲАЁТ,11,205
2632,АЛИШЕР НАВОИЙ,11,205
2633,ЧИЛОНЗОР,11,205
2634,ЧОР ЧИНОР,11,205
2635,ТОШЛОҚ-ТЕПА,11,205
2636,ЧАРОҒОН,11,205
2637,ЁРҚИН,11,205
2638,ИҚБОЛ,11,205
2639,ХЎЖАҚИШЛОҚ,11,135
2640,БОҒИШАМОЛ,11,135
2641,ЧЕКМИРЗАОБОД,11,135
2642,АМИРОБОД,11,135
2643,ҚУШҚЎНОҚ,0,11
2644,ЕШОН ҚИШЛОҚ,0,11
2645,НАЙНОВО,0,11
2646,ДОРИЛОМОН,0,11
2647,ДЎЛОН,0,11
2648,ГУЛОБОД,6,82
2649,ИПАКЛИ,6,82
2650,ҚУЙИ АЛГАР,6,82
2651,МИРЗАҚИШЛОҚ,6,82
2652,ҚОРАБУЛОҚ,6,82
2653,БЕШКАПА,6,82
2654,ТЕРСАК,6,82
2655,ХЎЖАЙДУҚ,6,82
2656,НИСБОТ,6,82
2657,ЖЎРАПТЕПА,6,82
2658,ЖОЗМОН,6,82
2659,ВАҒАШТИ,6,82
2660,БУНЁДКОР,6,82
2661,БЕКРАВОТ,6,82
2662,БЕШЁҒОЧ,6,82
2663,ЧОРБОҒ,6,71
2664,ЧЕК ЖАЛАЙЕР,11,140
2665,ЯНГИ БЎЖАЙ,11,140
2666,ТОШОҒОЛИҚ,11,140
2667,ТЕМИР ЙЎЛЧИ,3,190
2668,ШОДЛИК,3,190
2669,МУҚИМИЙ,5,63
2670,НУРОБОД,5,63
2671,ОЙБЕК,5,63
2672,ОБИҲАЁТ,5,63
2673,ОЗОД,5,63
2674,МИНГТЕРАК,5,178
2675,ФУРҚАТ,5,178
2676,Б.МАШРАБ,5,178
2677,ЁШЛИК,5,178
2678,СОҲИЛ,5,178
2679,ИЛҒОР,5,182
2680,ЗАРКЕНТ,5,182
2681,ТАРАҚҚИЁТ,5,182
2682,ОБОД,5,182
2683,МАъРИФАТ,5,182
2684,ЛОЛА,5,182
2685,БАҲОР,5,182
2686,САРДОБА,5,182
2687,ШЎРТЕПА,4,51
2688,ҚАРАҒАТА,4,51
2689,ШЎРКУЛ,4,51
2690,КЎКЧА,4,51
2691,ДЎСТЛИК,4,51
2692,ЯНГИ ҲАЁТ,4,52
2693,БОБОДЎҒИ,4,52
2694,ҲАСАНЧА,4,52
2695,ЎРТАҚЎРҒОН,4,52
2696,ҒАМХЎР,4,52
2697,САНОАТ,0,1
2698,БОБОҒОЗИ,0,1
2699,МАОРИФ,0,1
2700,ДЕҲҚОН,0,1
2701,ҚОРАҚАЛПОҚ,0,1
2702,БАХТ,0,1
2703,ҲАҚИҚАТ,0,1
2704,ЧИЛОН,0,1
2705,СОЧАК,6,83
2706,ИЛМОБОД,6,83
2707,УЗУНҚИШЛОҚ,6,83
2708,ГУЛОБОД,6,83
2709,ДАВЛАТОБОД,6,83
2710,БЕШРАБОТ,4,53
2711,АРАБХОНА,4,53
2712,ҚОРАЖОН,4,53
2713,КЕСКАНТЕРАК,4,53
2714,КЕЛАЧИ,4,53
2715,ЯНГИ ҲАЁТ,4,53
2716,АРАБСАРОЙ,4,53
2717,ХАШМАН,4,53
2718,САРОЙ,4,53
2719,ҲАҚҚУЛОБОД,0,6
2720,ТУЯЧИ,0,6
2721,МАРКАЗ,0,6
2722,НАВЖУР,0,6
2723,ТАРАҚҚИЁТ,0,6
2724,ЗАРАРИҚ,11,140
2725,МИНОР,11,140
2726,ҚОЗИ АҲРОР,11,140
2727,ЧЕК НАСРИДДИН,11,140
2728,ХЎЖА ИЛҒОР,11,140
2729,БАЙНАЛМИНАЛ,11,205
2730,ХЎЖА ПОРСО,11,205
2731,КОСИБЧИЛИК,11,205
2732,УВАСИЙ,11,205
2733,МИЛТИҚСОЗ,11,205
2734,ҚАШҚАР,11,205
2735,БАҲРИН,11,205
2736,ҚИРГУЛИ,11,205
2737,НАДИРМАТ,11,205
2738,ТУЯГУМ,11,205
2739,ТОҒЛИК,11,205
2740,ТОШКЕСАР,11,205
2741,З.М.БОБУР,11,205
2742,МУСТАҚИЛЛИК ,11,205
2743,УЗУМЗОР,11,205
2744,ЯНГИОБОД ,5,182
2745,БЎСТОН,5,182
2746,МАЖНУНТОЛ,5,182
2747,ДИЁР,5,182
2748,КИЧИК НАЙМАНЧА,6,78
2749,КАТТА НАЙМАН,6,78
2750,ИЛМ,6,78
2751,САНЧИҚУЛ,6,78
2752,ТЕМИР ХЎЖА,6,78
2753,ТОШКЎПРИК,6,79
2754,ТАВАРРИЁН,1,17
2755,ПОМЎЗА,1,17
2756,ЖЎЙНАВ,1,24
2757,ДЕҲҚОНОБОД,10,120
2758,ГУЛИСТОН,10,120
2759,БОБУР-МИРЗО,10,120
2760,ЎЗБЕКИСТОМ,10,120
2761,ХОС,10,120
2762,ШОВА,10,120
2763,НАЗАРБОЙ,10,120
2764,АЛ-ХОРАЗМИЙ,10,177
2765,ФАРХОД,10,177
2766,ЗАРАФШОН,10,118
2767,ҚОТОРТОЛ,11,147
2768,ЯНГИБЎСТОН,11,147
2769,ТЎҚҚИЗБОҒ,0,12
2770,ЯНГИХАЁТ,11,136
2771,ҚЎРҒОНОБОД,11,136
2772,БАЧҚИР,11,136
2773,ЯШНАРОБОД,11,136
2774,ДОДХО,11,136
2775,ҚЎРҒОНЧА,11,136
2776,ИНҒИРЧОҚ,11,136
2777,ЖАЛОЙЕР,11,136
2778,ЯНГИҚИШЛОҚ ,11,136
2779,НАЙМАН,11,136
2780,МАШАТ,11,139
2781,ФАРОВОН,11,139
2782,ЯНГИОБОД,11,139
2783,БАХРИН,11,139
2784,ХАСАНҚОРА,11,139
2785,БОБОШБЕК,11,139
2786,СУЛТОН,11,139
2787,АЛИШЕР НАВОИЙ,4,52
2788,КОНСУРУН,4,52
2789,ХУСБУДДИН,4,52
2790,АРАБХОНА,4,52
2791,ВАРОЗУН,4,52
2792,ОҚСОЧ,4,52
2793,БУЮК ИПАК ЙЎЛИ,4,52
2794,ХОМРАБОТ,4,52
2795,АЙРОНЧИ,4,52
2796,ДЕҲИБАЛАНД,4,55
2797,ГУЛИСТОН,4,211
2798,ГУЛИСТОН,0,3
2799,МЕХНАТОБОД,0,3
2800,НАВРЎЗ,0,3
2801,КАДАН,6,74
2802,БЕШБОЛА,6,72
2803,ҚЎШТЕПА,6,74
2804,ҚИРҒИЗ,6,74
2805,ВАЛИЖОН,6,74
2806,ҚУМОҚ,6,74
2807,КАТТАМИНГ,6,74
2808,БОЛТАБЕК,6,74
2809,ЯНГИОБОД,6,74
2810,ФАЙЗИКЕНТ,6,74
2811,НАЙМАН,6,74
2812,ЧУЯНЧИ,6,74
2813,МИРЗО УЛУҒБЕК,6,74
2814,ЖАВЛОН,6,74
2815,ЯНГИРАВОТ,6,74
2816,ЧАРОҒОН,6,74
2817,БОҒОТ,6,74
2818,МУЛЛОТОҒАЙ,6,74
2819,ОЛМАЗОР,6,74
2820,ПОЛВОНТЕПА,6,74
2821,ЯККАБОҒ,6,74
2822,БАЛАНДРАВОТ,6,74
2823,СЎКЧИЛИК,11,142
2824,ҲОТИНҚУМИ,11,142
2825,ҚАМЧИПУРУШ,11,142
2826,ШОДЛИК,11,142
2827,ҚЎРҒОНЧА,11,142
2828,ПИЁЗЧИЛИК,11,142
2829,ВАРЗАК,11,142
2830,МАРКАЗИЙ ФАРҒОНА,11,147
2831,ИЖОДКОР,11,147
2832,СОЙ,0,12
2833,СОХИЛ,0,12
2834,ШОВРУҚ,0,12
2835,ТОҒЛИҚ,11,136
2836,ШЎР,11,136
2837,БУЮК ИПАК ЙЎЛИ,11,136
2838,ЕЛОБОД,11,136
2839,ҚАДРИЯТ,0,9
2840,КАМОЛОТ,0,9
2841,ИСТИҚЛОЛ,0,9
2842,ЯНГИСОР,0,9
2843,ФАЙЗИОБОД,0,9
2844,ТАЖРИБА,0,9
2845,ОТИШ,0,9
2846,ЛАБГАРДОН,0,9
2847,ҚОРАҚИЙ,0,9
2848,ДАСТУРХОНЧИ,0,9
2849,АҲТАЧИ,0,9
2850,ЯНГИОБОД,4,54
2851,УЙРОТ,4,54
2852,НУРАФШОН,4,54
2853,АРАБХОНА,4,54
2854,АЙРОНЧИ,4,54
2855,ЖАЛОЙИР,4,54
2856,НОМОЗГОХ,0,11
2857,ШАҲРИХОН,0,11
2858,55-ИСТИҚБОЛ,11,188
2859,ТУМАР,4,211
2860,ШАЙХОН,4,211
2861,СЕНТОБ,4,55
2862,КАТТАСОЙ,4,55
2863,АМИР ТЕМУР,4,55
2864,ТЕМИРҚОВУҚ,4,55
2865,СУВЛИҚ,4,55
2866,ҚАДОҚ,4,55
2867,САЙДАТО,4,55
2868,АЛИШЕР НАВОИЙ,4,55
2869,МИРИШКОР,4,55
2870,ҒАФУР ҒУЛОМ,4,55
2871,АМИР ТЕМУР,3,37
2872,СОВБОҒ,3,37
2873,ТИНЧЛИК,3,37
2874,ШАКАРБУЛОҚ ,3,37
2875,БУЮК КАРВОН ЙЎЛИ,3,37
2876,ҚОРАКЎЛ,3,37
2877,ЧИММОС,6,75
2878,ҚОРАТОШ,6,75
2879,МИНИШКОР,6,75
2880,СОҲИБКОР,6,75
2881,ШОВА,6,75
2882,ПАНГАТ,6,75
2883,ҚОВУНЧИ,6,75
2884,ДЎСТЛИК,6,75
2885,ЧОРЛОҚ,6,75
2886,БУЛОҚ,6,75
2887,ТЕГИРМОНОВУЛ,6,75
2888,МУСТАҚИЛЛИК,6,75
2889,ИСТИҚЛОЛ,6,77
2890,ГЎЗАЛ,6,77
2891,ҚУЙИ ЧОРДАРА,6,80
2892,ҚУЙИ ТУРКМАН,6,80
2893,ШАРОФ РАШИДОВ,6,80
2894,БУХОРИ,6,80
2895,ҒОЗИЧЕКИ,0,5
2896,ҒАЛАБА,0,5
2897,БЕШТОЛ,0,5
2898,БЕШКАРАМ ,0,5
2899,А РАҲМОНОВ,0,5
2900,БОЗОРБОШИ,0,5
2901,ҒАЙРАТ,0,5
2902,ДЕЛВАРЗИН,0,5
2903,ДЕХҚОНОБОД,0,5
2904,НАВОИЙ,0,5
2905,ҚЎРТҚИ,0,5
2906,ОСУДА ҲАЁТ,0,5
2907,УЗУН КЎЧА,0,5
2908,ШЎРҚИШЛОҚ,11,136
2909,ТУРК,11,136
2910,ЖИЛВА,11,136
2911,КУМ,11,136
2912,ХАКИМТЎРА,11,136
2913,ОЛТИНҚЎРҒОН,11,136
2914,ХОНОБОД,11,136
2915,ПИШАҒАР,11,136
2916,БЕГОБОД,11,136
2917,ПОНСОД,11,136
2918,ОҚТЕПА,11,136
2919,БЕГЛАР,11,136
2920,ЧЎТАКА,11,136
2921,МАСЛАҲАТ,11,136
2922,ТЕПАЛИК,11,136
2923,ОҚҚЎРҒОН,11,136
2924,ЯНГИАРИҚ,4,202
2925,КИМЁГАР,4,202
2926,ЧИНОР,4,202
2927,ГУЛЗОР,4,202
2928,МУСТАҚИЛЛИК,4,202
2929,ТУРОН,4,202
2930,45-АШУРАЛИ ЗАХИРИЙ,11,188
2931,2-ШАЛДИРАМОҚ,11,188
2932,3-ТОЛЗОР,11,188
2933,4-ҒИШТЛИ МАСЖИД,11,188
2934,5-ВАҚФ ЧОРСУ,11,188
2935,29-ЧОРЧИНОР,11,188
2936,42-АТ-ТЕРМИЗИЙ,11,188
2937,14-ҚАЙМОҚЛИ ГУЗАР,11,188
2938,32-ҚЎШЧИНОР,11,188
2939,38-ТЎХЛИМЕРГАН ,11,188
2940,26-БУЛОҚБОШИ,11,188
2941,58-БУНЁДКОР,11,188
2942,41-УРГАНЖИБОҒ,11,188
2943,43-НАВБАҲОР,11,188
2944,56-НАВРЎЗ,11,188
2945,65-СУНБУЛА,11,188
2946,54-ШИРИН,11,188
2947,АЛИШЕР НАВОИЙ,6,77
2948,БИРЛАШУВ,6,77
2949,БЕШҚЎРҒОН,6,77
2950,ҚАШҚАРМАКЕЙ,11,135
2951,КОНИЗАР,11,135
2952,САМАРҚАНД,11,135
2953,МАЙЛАВОЙ,11,135
2954,ХИТОЙ,11,135
2955,НУРАФШОН,11,135
2956,ҚЎШТЕГИРМОН-2,11,135
2957,ҚЎШТЕГИРМОН-И,11,135
2958,УЛТАРМА,11,135
2959,ДАШТ,11,135
2960,ЮКСАЛИШ,11,135
2961,ҚЎҒОЛИ,11,135
2962,ИРҒОЛИ,11,135
2963,МУҚУМИЙ,11,135
2964,БЕКОБОД,11,135
2965,ДЎСТЛИК,11,135
2966,ДЎСТЛИК,0,5
2967,ИБРАТ,0,5
2968,КЎТАРМА,0,5
2969,ОХУНБОБОЙЕВ,0,5
2970,ШАЛХАР,4,204
2971,АЛИШЕР НАВОИЙ,4,201
2972,ҚУДАШ,11,143
2973,ҚИРҚКЕТМОН,11,143
2974,НУРЛИ КЕЛАЖАК,11,143
2975,СОЧТЕПА,11,143
2976,ЯЙПАН ГУЗАР,11,143
2977,ЯККАТУТ,11,143
2978,ҚУЛИБЕК,11,143
2979,ЎҚЧИ-ДАШТ,11,143
2980,ОБОД ҚИШЛОҚ,11,143
2981,БОҒИ ЕРАМ,11,143
2982,ЎҚЧИ-ТУМАН,11,143
2983,ШАКАР ОБОД,11,143
2984,БЎСТОН,11,143
2985,ҲАФҚОРИЁН,4,52
2986,ВАНҒОЗИ,4,52
2987,КУЛОЛОН,4,52
2988,МАДАНИЯТ,4,52
2989,КАТПУТ,11,133
2990,ГУЛОБОД,11,133
2991,ЗИЛОЛ,11,133
2992,ҚУРАМА,0,9
2993,БОЗОРБОШИ,0,9
2994,БЎЗАРИҚ,0,9
2995,ЯНГИОБОД,0,9
2996,ЮҚОРИ БЎЗ,0,9
2997,ТУРОН,0,9
2998,САИДОБОД,0,9
2999,НИЁЗБОТИР,0,9
3000,44-АВҒОНБОҒ,11,188
3001,ГУЛИСТОН,0,195
3002,БЎСТОН,0,195
3003,ТОЗ,6,75
3004,ЖОНБУЛОҚ,6,75
3005,ОҚЧОБСОЙ,6,75
3006,ЎРТА СОЙ,6,75
3007,ЯНГИҚИШЛОҚ,6,75
3008,СОРИГУЛ,6,75
3009,НУРАФШОН,2,31
3010,АНДИЖОН,2,31
3011,ЯНГИОБОД,2,36
3012,САКСОН ОТА,10,125
3013,БУЛОҚ БОШИ,10,125
3014,ҚОРАСУВ,10,125
3015,МАъРИФАТ,10,125
3016,МИЯМ ҚАНГЛИ,10,125
3017,БАҲОР,10,125
3018,НУРАФШОН,10,125
3019,УЧЧИНОР,10,125
3020,ИСТИҚБОЛ,10,125
3021,БЎСТОН,5,61
3022,ГУЛДИРОВ,5,61
3023,БОЗОРБОШИ,5,61
3024,МУСТАҚИЛЛИК,5,59
3025,ҚЎҒОЛИКЎЛ,5,59
3026,ҚАЙРОҒОЧОВУЛ,5,59
3027,СЕРХАРАКАТ,5,59
3028,ПАХТАКОР,5,59
3029,ИНГИЧКА,5,59
3030,ЯНГИ ХАЁТ,5,64
3031,СОҲИЛОБОД-1,5,64
3032,ТУРКИСТОН,1,203
3033,АБДУЛЛА ҚОДИРИЙ,1,203
3034,АРАБХОНА,1,203
3035,ЗИЁКОР,1,203
3036,ХЎЖАБАРГИ,1,203
3037,ЗИРАБОД,1,203
3038,МУҒОНЧА,1,22
3039,БАХТИЁРЧИ,1,22
3040,ҚИЗИЛ РАВОТ,1,22
3041,ҚЎРҒОН,1,22
3042,ЎЗБЕКИСТОН,1,22
3043,ХОСА,1,22
3044,ЧЕЛОНҒУ,1,22
3045,ГАЗЛИ,1,22
3046,ҚАҲРАМОН,1,22
3047,ИБН СИНО,1,22
3048,МИРИШКОР,1,22
3049,АТТАРОН,1,22
3050,ТАРНАУТ,1,22
3051,БОҒЧА,1,22
3052,ШЕРАЛИ,3,37
3053,ДЎСТЛИК,3,37
3054,ЁНҚИШЛОҚ,3,37
3055,ГУЛШАН,3,37
3056,ЯНГИОБОД,3,37
3057,ЯРҒУНЧИ,3,37
3058,МЎМИНОБОД,3,37
3059,БАТОШ,3,37
3060,МУСТАҚИЛЛИК,3,37
3061,ТУЯЛАС,0,5
3062,НАВОИЙ,0,5
3063,ПАХТАКОР,0,10
3064,ГУЛИСТОН,0,7
3065,БИРЛИК,0,8
3066,ЯНГИ БЎСТОН,0,8
3067,ЙЕТТИ ЎЙЛИК,6,82
3068,ЖАРҚИШЛОҚСИ,6,82
3069,ИШЧАНСИ,6,82
3070,ҚУЙИ ГУЗАР,6,82
3071,ҚУЙИҚИШЛОҚ,6,82
3072,МИРЗАБОҒЛОН,6,82
3073,МЎМИНОБОД,6,82
3074,РАҲМАТОБОД,6,82
3075,ТЕРАК,6,82
3076,УЗУН,6,82
3077,МАТОНАТ,4,202
3078,ОЛТИН ВОДИЙ,4,202
3079,ДУСТЛИК,4,202
3080,ХУМО,4,202
3081,ЁШЛИК,4,202
3082,ОРЗУ,4,202
3083,ЎЗБЕКИСТОН,4,202
3084,БАҲОР,4,202
3085,ДЕГАРОН,4,54
3086,ПАХЛАВОН,4,54
3087,САРДОБА ,4,54
3088,ҚАҲРАМОН,4,54
3089,ЧИҒАТОЙ,12,156
3090,ЯНГИ БУРЛОҚ,12,156
3091,ПАХТАКОР,12,156
3092,ҚУНДУЗ,12,156
3093,ПЎЛАТ,12,156
3094,ИДАЛИҚАЛъА,12,156
3095,ҚИЁТ,12,156
3096,ҚИРҒОҚ БЎЙИ,12,156
3097,АРБОБ,12,156
3098,АСАВЕЙ,12,156
3099,БУНЁДКОР,12,156
3100,МОНОҚ,12,156
3101,БЕШМЕРГАН,12,156
3102,ЯНГИЙЎЛ,12,156
3103,БЎСТОН,12,156
3104,СОҲИЛОБОД,8,101
3105,ФУРҚАТ,8,101
3106,БЕШБУЛОҚ,8,101
3107,МУСТАҚИЛЛИК,8,101
3108,АЛИШЕР НАВОИЙ,8,101
3109,ИБРАТ,8,101
3110,ПАНЖИ,3,42
3111,ЖАЛОИР,12,149
3112,САРБОЗОР,10,130
3113,БОҒБОН,10,130
3114,МЕВАЗОР,10,130
3115,СУТ-БУЛОҚ,10,130
3116,СУТЧИЛАР,10,130
3117,ЧОРВАДОР,10,130
3118,МАРКАЗИЙ,10,130
3119,ЕъЗОЗ,10,132
3120,ҚИЗҒАЛДОҚ,10,132
3121,НЕФТЧИ,3,190
3122,ГУНГОН,3,190
3123,ОЙДИН,3,190
3124,ХУДАЙЗОД,3,190
3125,ЗОҒЗА,3,190
3126,ШАЙҲАЛИ,3,190
3127,ЭСКИАНХОР,3,190
3128,НАСАФ,3,190
3129,АРАБХОНА,3,190
3130,РОГУЗАР,3,190
3131,ОСГ НУРАФШОН,3,42
3132,НЕКЎЗ,3,41
3133,БОҒИШАМОЛ,3,41
3134,ДАРЧА,3,41
3135,ҚАНОТЛИ,3,47
3136,КЎКДАЛА,3,47
3137,ТОЛОВУЛ,10,118
3138,ОҚДАРЁ,3,49
3139,МЕВАЗОР,3,49
