,махаля,region_id,district_id
7252,ЧАНДИР,1,22
7253,ШЎРОБОД,1,23
7254,ҒАЙРАТ,0,8
7255,ҚАДРИЯТ,12,150
7256,НАЙМАНСАРОЙ,3,47
7257,ҚАЙРОҚИ,5,69
7258,ШИХОБОД,12,150
7259,ТОШЛОҚ,0,10
7260,МОЙТЕПА,10,122
7261,ЖАЛОЛ-ТЕПА,10,125
7262,ҲАҚИҚАТ,0,5
7263,ХЎЖА ГУЗАР,6,82
7264,НАЙМАН,0,4
7265,НУРИСТОН,3,190
7266,АМИР ТЕМУР,6,71
7267,ЕЛАШ ҚИПЧОҚ,0,9
7268,ОҚРОВОТ,0,195
7269,ШОДЛИК,0,195
7270,ГУЛЗОР,6,77
7271,ОЛМАЗОР,6,83
7272,ВОРСИН,6,83
7273,БУЮК ИПАК ЙЎЛИ,0,195
7274,ҚЎНҒИРОТ,6,72
7275,МАТҚУЛОБОД,11,135
7276,ЖАҒАЛБОЙЛИ,6,78
7277,ОБОД,10,124
7278,ЧИНОБОД,12,155
7279,САДАЧА,5,60
7280,ЯНГИОБОД,3,50
7281,АЛҒАБАС,10,121
7282,ЧИНОР,10,121
7283,НАВРЎЗ,11,135
7284,ЧЎРИНДИ,11,135
7285,ПАХТАКОР,10,177
7286,ДЎСТЛИК,8,99
7287,НАВБАҲОР,8,99
7288,ИТТИФОҚ,8,100
7289,ДЎСТЛИК,8,100
7290,ОДОҚЖОНБЎЗ,3,39
7291,ОБОД ТУРМУШ,10,181
7292,БИРЛИК,10,181
7293,ОЛМАЛИҚСОЙ,10,176
7294,ИПАК ЙЎЛИ,5,63
7295,ҒАЛАБА,12,148
7296,ЯНГИ ҚАДАМ,12,148
7297,АМУДАРЁ,12,152
7298,НОРБЎТА,0,8
7299,ИСТИҚЛОЛ,0,8
7300,ЯНГИ ҚЎРҒОН,0,8
7301,СЕГАЗА,0,11
7302,ҚОРАҒУППА,6,78
7303,БИБИШИРИН,7,87
7304,ШИФОБУЛОҚ,7,87
7305,АРИҚ УСТИ,7,87
7306,ЯНГИ-ҲАЁТ,7,93
7307,НУРОБОД,10,124
7308,ТАРНОВ,10,124
7309,ЧИҒАНОҚ,5,63
7310,МИРИШКОР,5,61
7311,ОЛЧИНТЕПА,6,70
7312,ТУРОН,6,70
7313,МИЁНҚОЛ,6,70
7314,ЎРОҚЛИ,6,71
7315,64-БАРКАМОЛ,11,187
7316,ХАТИБ ҚАҲРАМОН,7,95
7317,ЯНГИ ЙЎЛ,7,95
7318,ХУРСАНД,7,95
7319,ЖАЛПАҚ ЖАП,13,163
7320,ДАШҚАРА,13,169
7321,ДАШИТ САЙ,13,169
7322,ТАҒЖАП ,13,172
7323,ШАХТЕМИР,13,172
7324,ҚУСҚАНАТАШ,13,161
7325,ТЎК ТАШ,13,167
7326,НОДИРА,9,115
7327,БУЛОҚБОШИ,11,137
7328,КАТТА ГАНЖИРАВОН,11,188
7329,МАТОНАТ,7,90
7330,ХУЖАМУЛКИ,7,91
7331,ЯНГИ ҲАЁТ,7,91
7332,ҚУШЧИ,11,146
7333,ПОЛВОНТОШ,11,146
7334,М.ХАСАНОВ,11,138
7335,БЎСТОН ,11,144
7336,УЛУҒБЕК,11,144
7337,ОҚБИЛОЛ ,11,144
7338,МЕҲР,3,39
7339,ЎЗГАРИШ,0,195
7340,10-СОН,0,195
7341,НАВБАХОР,6,77
7342,ЮҚОРИ БЕШКАПА,11,140
7343,ҚЎШТОЛ,2,30
7344,ХАЛҚОБОД,3,41
7345,ҲИЛОЛ,12,151
7346,НУРЧИ,10,196
7347,42-СОНЛИ Х.А.ЯССАВИЙ,10,197
7348,ҚЎШКЎПРИК,2,28
7349,ГУЛОБОД,10,129
7350,АРҒИН САДА,10,129
7351,ВАРГАНЗА,3,42
7352,ЮҚОРИ БОШҚИР,12,158
7353,БАҲОР,10,206
7354,ОҚИБАТ,10,132
7355,ЕЙВАЛЕК,10,119
7356,ШОФАЙЗИБОҒ,9,106
7357,НАВБАХОР,5,67
7358,ЎРИКЗОР,5,60
7359,ЁРҚИНБОЙЧЕК,5,66
7360,МАЖНУНТОЛ,5,60
7361,ПАХТАЧИ,3,38
7362,ТЎСАР,5,61
7363,ЯНГИ ҲАЁТ,5,182
7364,БОҒ КЎЧА,5,63
7365,УЙҒУРСОЙ,5,63
7366,ЗАРАФШОН,5,68
7367,ОҚЧАНГАЛ,8,105
7368,ИСЛОМОБОД,8,104
7369,МИРЗО УЛУҒБЕК,8,212
7370,ОҚ ОЛТИН,8,101
7371,ҚЎРИҚТОМ ,12,157
7372,КЎХНАШАХАР,3,44
7373,МОЖОР,6,79
7374,МИРЗО УЛУҒБЕК,6,79
7375,ТАТАР,3,50
7376,ЧУМИЧ,3,50
7377,ДЎСТЛИК,3,44
7378,АБДУЛЛА АВЛОНИЙ,10,176
7379,ХЎЖА АҲМАД ЯССАВИЙ,10,176
7380,БЕШ УЙ,12,149
7381,ПАХТАЧИ,12,149
7382,УЙГУР,12,157
7383,ДЎСТЛИК,10,208
7384,БИРЛИК,10,208
7385,ШОЙХЎЖА,3,40
7386,РАХМАТИЛЛО,11,145
7387,ЯШИК,11,145
7388,ТОМОША,11,146
7389,НАВБАҲОР,11,146
7390,ДАРХАН,10,129
7391,МИНГТЕПА,10,129
7392,ЛАГАНДИ,3,40
7393,ЯШНОБОД,3,44
7394,ФАЙЗ,10,124
7395,ТУРКИСТОН,10,124
7396,ЎРА ТЕПА,10,124
7397,ДАЛИГУЗАР,10,124
7398,БУНЁДКОР,6,179
7399,АНХОР,6,179
7400,ЎЗБЕКИСТОН ,6,179
7401,НАВРЎЗ,10,176
7402,МУСТАҚИЛЛИК,10,177
7403,ДАРСАН,13,167
7404,ДИЙХАН АРНА,13,167
7405,ҚИПЧОҚ,10,126
7406,ЧАККАЛАР,12,149
7407,РАЖАБГАРДИ,11,143
7408,МУСТАҚИЛЛИК,4,55
7409,САВАЛИ,6,179
7410,МОТРИД,6,179
7411,ШИРШОЛИ,12,157
7412,ТУРОН,8,100
7413,ШОВОТ,12,152
7414,БОЗОРБОШИ,5,64
7415,МУСТАҚИЛЛИК,12,154
7416,ъНУРОБОД,8,212
7417,ТОРТУВЛИ,10,118
7418,УЧКЎПРИК,5,66
7419,ДАВЛАТ,2,26
7420,ЛАНГАР,3,48
7421,ОБОД МАСКАН,6,179
7422,ҒИШТМОН,11,134
7423,БЕШПАХЛАВОН,0,1
7424,ИПАК ЙЎЛИ,11,205
7425,ЮКСАЛИШ,4,51
7426,ОЛТИНАРИҚ ,11,138
7427,НАВРЎЗ,0,8
7428,СЕРОБ,3,50
7429,ҚЎШЧИНОР,3,50
7430,ЮЛДУЗ,8,101
7431,ЧУВАЛАЧИ,10,132
7432,ТЕГИРМОНБОШИ,0,11
7433,КАТ,3,40
7434,ПИСТАЛИК,10,131
7435,МУНДИЁН,6,74
7436,ИТТИФОҚ,0,6
7437,ҚАДАМЖО,5,182
7438,ТЎРТ АЙҒИР,6,78
7439,ИСЛОМОБОД,0,1
7440,ЮКСАЛИШ,0,9
7441,МИРЗАТЎП,3,48
7442,М.УЛУҒБЕК,8,103
7443,СУВЮЛДУЗ,0,0
7444,БАҚАЧОРСУ,11,188
7445,ЗАРБУЛОҚ,6,73
7446,САНГИЖУМАН,4,58
7447,ЯНГИ ЧЕК,0,12
7448,ҚОРАҚЎРҒОН,0,12
7449,39-АФРОСИЁБ,11,187
7450,БЕРУНИЙ,11,133
7451,ТИНЧЛИК,11,133
7452,ЎЗБЕКИСТОН,11,133
7453,АЗИМОБОД,11,133
7454,ТОВУЛ,11,137
7455,ҚОРАБОҒ,5,67
7456,БОБУР,2,25
7457,ЗАРБДОР,5,62
7458,М.ИСМОИЛИЙ,9,109
7459,БИРЛАШГАН,0,8
7460,ТЕМИРҚАДАМ,2,26
7461,ХАДРА,9,111
7462,КАМОЛОН ДАРВОЗА,9,111
7463,КЎК МАСЖИД,6,179
7464,НАМОЗГОҲ,6,179
7465,БОҒИМАЙДОН,6,179
7466,ДАҲБЕДИЙ,6,179
7467,ДЕХҚОНОБОД,5,65
7468,ҲАМИД ОЛИМЖОН,1,191
7469,ИМОМ АЛ-БУХОРИЙ,1,191
7470,ЧОРБАХОССА,1,191
7471,ЖЎБОР,1,191
7472,ШАРОФ РАШИДОВ,7,94
7473,ГУЛБАҲОР,7,94
7474,ГУЛИСТОН,7,94
7475,БОҒЗОР,7,192
7476,БАЛИҚЧИ,10,124
7477,МУСТАҚҚИЛЛИК,5,180
7478,ГУЛШАН,3,39
7479,НАВОИЙ,3,39
7480,ШАРОФ РАШИДОВ,6,78
7481,ЎТАРЧИ,6,78
7482,ГЎЗАЛКЕНТ,6,78
7483,ХОЖА ДОНИЁР,6,179
7484,ФИДОЙИЛАР,6,179
7485,ТЕПАҚЎРҒОН,9,106
7486,ИСТИРОХАТ,9,106
7487,КАТТА ЖАРАРИҚ,9,111
7488,ХАКИМ АТА,13,166
7489,ДОСЛИҚ,13,166
7490,ҚИЯТ,13,160
7491,ҚИЗИЛҚАЛъА,13,160
7492,МАХТУМҚУЛИ,13,160
7493,БУНЁДКОР,13,160
7494,ЎЗБЕКИСТОН ОФЙ,13,170
7495,БОГ-ЁП,13,170
7496,МАРКАЗОБОД,13,170
7497,ҚИРҚҚИЗОБОД,13,194
7498,ЯНГИ ЎЗБЕКИСТОН,13,194
7499,ПАХТАЧИ,13,194
7500,АЁЗҚАЛъА,13,194
7501,ТИНИШЛИҚ,13,171
7502,ЖАНА ЖАП,13,171
7503,ЖАРҚИШЛОҚ,7,97
7504,ЗАҲАРТЕПА,7,89
7505,САНОАТЧИЛИК,7,89
7506,ТОЗА БОҒ,12,199
7507,ОЙДИН,10,127
7508,БИРЛИК,10,198
7509,МАДАНИЯТ,10,131
7510,МИРЗАХЎЖА,11,139
7511,КАТТАБОЛТАКЎЛ,11,134
7512,ЧОРВАДОР,6,81
7513,ҚОЗИКЕНТИ,1,23
7514,АХИЛЛИК,8,104
7515,ШУКРОНА,12,152
7516,ДЕҲҚОНЧЕК,0,8
7517,15-ФУРҚАТ,11,187
7518,ЧИНОБОД,4,58
7519,ИСКОВУТ,5,63
7520,ДЕҲҚОНОБОД,3,38
7521,КЎЛ БЎЙИ,5,61
7522,АФРОСИЁБ,6,179
7523,КЎШК,1,17
7524,ВАЗИРШОХ,1,17
7525,ПОЗАГАРИ,1,17
7526,ЧЎҒАЛОН,1,17
7527,САРМАНБАЙКОЛ,13,173
7528,НАШРИЗ,13,186
7529,ТАШИСТИ,9,115
7530,МУСТАҚИЛЛИК,1,23
7531,ЖОНДОР,1,23
7532,КЎЧКЎМАР,1,15
7533,ГАЛА ОСИЁ,1,15
7534,УЗУНКЎЛ,12,156
7535,БОЛОДАЛА,10,121
7536,УЗУМЗОР,10,126
7537,БОТАНИКА,10,126
7538,ИЛҒОР,8,104
7539,БУНЁДКОР,2,30
7540,ИЛҒОР,12,154
7541,ПАХТАГУЛ,12,154
7542,НАВРЎЗ,12,154
7543,ЯНГИЛАНИШ,12,154
7544,ҚИЁМШАЙЕХ,3,49
7545,КЎПРИКБОШИ,5,66
7546,УЧҚЎРҒОН,5,60
7547,ПАХТАЛИСОЙ,3,47
7548,ЖАР,3,48
7549,НАВРУЗ,3,48
7550,ҒЕЛОН,3,49
7551,НАВБАҲОР,12,200
7552,ЁШ КУЧ,12,154
7553,ОЙБЕК,10,126
7554,МУСТАҚИЛЛИК,3,40
7555,ЗАФАР,3,43
7556,МИРИШКОР,3,43
7557,САРМИЧ,8,99
7558,БОЛҒАЛИ,6,76
7559,НАРПАЙ,6,76
7560,АЛИШЕР НАВОИЙ,6,76
7561,КЎРПА,6,79
7562,ЧОРГУША,6,79
7563,ИФТИХОР,10,131
7564,ДАРХОН,3,50
7565,ҚИШЛИҚ,3,50
7566,ШАР-ШАРБОҒОТ,3,50
7567,НУРАФШОН,10,126
7568,ОЛМАЗОР,10,126
7569,НУРОБОД,12,149
7570,ДЎСТЛИК,3,50
7571,НИҲОЛ,2,30
7572,ФАРОВОН,2,30
7573,ОБОД ТЎҚИМАЧИ,10,124
7574,ЕҲТИРОМ,10,130
7575,ПУЛАТЧИ,6,81
7576,МИРЗО УЛУҒБЕК,6,77
7577,ЎРОҚБОЙЖАР,6,82
7578,ЗОХИДОН КФЙ,11,140
7579,КЕНАГАС,5,63
7580,ПОП,5,63
7581,ЧОРТОҚ,5,63
7582,БАЙНАЛМИНАЛ,0,4
7583,ПОШХУРТ,7,96
7584,ГУЛЧИНОР,7,96
7585,НУРТЕПА,7,96
7586,ТОШЛОҚ,0,1
7587,ТЎРАОБОД,0,13
7588,ДАЛВАРЗИН,0,0
7589,БОТИР,0,2
7590,ЗИЁКОРЛАР,6,179
7591,БОҒБОНЛАР,6,179
7592,МИЁНКОЛ,6,175
7593,ХУРСАНДЛИК,0,195
7594,ДАМ ,3,48
7595,ТОШГУЗАР,3,37
7596,АЕРОДРОМ,3,38
7597,ХАРАМЖУЙ,3,190
7598,ОҚМАЧИТ,11,143
7599,МИРЗО УЛУҒБЕК,4,53
7600,ДЎСТЛИК ,11,134
7601,ҚУМ КЎЧА,0,1
7602,АЛГАР,6,82
7603,Қ У Ш Ч И,0,10
7604,БАРҲАЁТ,0,10
7605,БОҒИСТОН,11,140
7606,ОРС,0,0
7607,МЕРГАН,11,139
7608,БЕГОБОД,11,143
7609,ХАЛҚОБОД,6,73
7610,ЧАҒАТОЙ,6,73
7611,ЛОЙСОН,11,134
7612,НАВРЎЗ,0,195
7613,ҲАМДЎСТ,9,106
7614,МИРИШКОР,5,63
7615,ЧУҚУРКЎЛ,7,96
7616,ҚОРИРАВОТ,6,175
7617,ЗИЁКОР,10,126
7618,СОВОТОБОД,8,99
7619,НАЙЗАҚАЙРАҒОЧ,0,195
7620,ЕСИМЎЗЕК,13,162
7621,ЮҚОРИ ЗАРҚАЙНАР,11,137
7622,САНАМ,11,145
7623,ГЎЗАЛ,11,138
7624,ГУЛИСТОН,11,141
7625,БАРҚАРОР ҲАМЖИҲАТЛИК,11,144
7626,ШИФОКОР,11,144
7627,ХАМИД ОЛИМЖОН,11,189
7628,ҚОРАСУВ,3,193
7629,БОБОДЕҲҚОН,12,151
7630,ҒАЛАБА,12,151
7631,ЎЗБЕКИСТОН,10,119
7632,7-СОНЛИ МУРУВВАТ,10,197
7633,ДИЙДОР,10,132
7634,АЛЛОН,9,112
7635,БОҒ,5,67
7636,БОҒИСТОН,5,67
7637,БИРЛИК,13,160
7638,ЯНГИ-ОБОД,13,160
7639,ИБН-СИНО,13,160
7640,КЎНА ТЎРТКЎЛ,13,170
7641,НАВРЎЗ,13,171
7642,САРИЧУНГИЛ,13,171
7643,ҚИРҚИНШИ,13,171
7644,МАДАНИЯТ,13,171
7645,ТАРАҚҚИЁТ,10,196
7646,БЕШКЕНТ,10,198
7647,НАВБАҲОР,3,42
7648,ОҚСУВ,11,139
7649,БАЛАНД МАСЖИД,11,134
7650,МАЙДАЁБУ,3,41
7651,ЯНГИ ХЎЖАОБОД,5,63
7652,БЎСТОН,3,38
7653,ДОСЛИҚ ГУЗАРИ,13,186
7654,БАҚШИЛИҚ,13,186
7655,КЎКСАРОЙ,1,191
7656,КЎКДАРЯ,13,164
7657,АЗАТЛИҚ,13,164
7658,ЎЗБЕКИСТОН,0,7
7659,ОЛАҚАНОТ,0,9
7660,ЖАНУБИЙ,4,202
7661,БИРЛАШГАН,0,11
7662,БЎСТОН,11,142
7663,ХИДРЕЙЛИ,1,14
7664,АРАБХОНА,1,19
7665,МАЛЛАИШАЙХ,1,19
7666,АЛЛОН,4,54
7667,ҒЎСЛИК,6,82
7668,24-ШАКАР ҚИШЛОҚ,11,187
7669,ТАРАҚҚИЁТ,6,83
7670,ТЕМИРЙЎЛЧИ,1,203
7671,ОҚТЕПА,1,23
7672,ЧЎЛИГУЛИСТОН,2,33
7673,ЯНГИ ОБОД,0,8
7674,БАРАТЛАР,12,150
7675,МУҒЖАГУЛ,3,41
7676,ЛОЛИСТОН,3,49
7677,НОВ,5,69
7678,ОГАХИЙ,12,157
7679,ЯНГИ АРИҚ,4,54
7680,ЎҚЧИ,0,10
7681,ЗАХКАШ,0,2
7682,НУРОБОД,3,46
7683,БЕШКАПА,10,122
7684,ЧОРДОНА,5,59
7685,ТОШЛОҚ ,0,5
7686,ТЎРТ ТОЛ,0,7
7687,ФАРОВОН,0,4
7688,ҚАЙНАРБУЛОҚ,6,82
7689,БЕШКОН,6,82
7690,ОЛЧИН,12,154
7691,ҚИЗИЛ ТЎҚАЙ,0,8
7692,ЗАРКЕНТ,11,142
7693,БОҒИ-МИРЗО,6,179
7694,ИШОНЧ,12,149
7695,КАПТАРХОНА,12,209
7696,ГАЗЧИ,12,209
7697,ТУРКИСТОН,10,206
7698,АШИСАЙ,10,121
7699,КУЛОЛЛАР,6,179
7700,БОБУР,1,24
7701,ЎЗБЕКИСТОН МУСТАҚИЛЛИГИ,3,40
7702,ТУПРОҚҚАЛъА,12,156
7703,НАВОИЙ,5,66
7704,ҚИЗИЛҚУМ,5,59
7705,МУЛКОБОД,5,59
7706,ФАЙЗАБОД,3,40
7707,ОЛТИЎҒИЛ,6,76
7708,ЎЗБЕКИСТОН,6,76
7709,ЎЗБЕККЕНТИ,6,76
7710,ЯНГИОБОД,6,76
7711,ИСТИҚЛОЛ,10,130
7712,ЁШЛИК,10,130
7713,ШОЁН,5,68
7714,САМАРҚАНД,10,131
7715,ХОНҚЎРҒОН,10,131
7716,ШЎРКЎЛ,12,155
7717,ИФТИХОР,10,126
7718,АМИРОБОД,1,17
7719,ЁРТЕПА,3,39
7720,НАВБАҲОР,5,60
7721,ШИРИНБУЛОҚ,5,60
7722,А.ЯССАВИЙ,9,115
7723,ХЎЖА ҚИШЛОҚ,7,91
7724,ҒАЛАБА,7,91
7725,ХАСАНБОЙ,9,108
7726,СЕВИНЧ,9,108
7727,МАТОНАТ,9,108
7728,АРАБХОНА,3,41
7729,ЎРТА ОБРОН,3,41
7730,ТОШКЎПРИК,3,41
7731,ЧУГУРТМА,3,37
7732,ОБОД,5,66
7733,НОРИН,5,66
7734,БАХТ,5,66
7735,БОҒАНАЛИ,6,78
7736,КЕНГАШ,0,1
7737,ҚАЙИРМА ,6,73
7738,БОЙТЎП,6,75
7739,КЎЛБЎЙИ,11,133
7740,ИСТИҚЛОЛ,0,4
7741,НАМУНА,0,5
7742,ТОМДИБУЛОҚ,4,56
7743,ДЎСТЛИК,4,204
7744,МУСТАҚИЛИК 15 ЙИЛЛИГИ,0,3
7745,МАДЯРЧЕК,0,0
7746,ЧЕКЁР,0,6
7747,БОЙМАҲАЛЛА,0,6
7748,ЯККАБОҒ,6,175
7749,БЎЗИ,6,80
7750,МАНҒИТОБОД,6,78
7751,БОЛАЛИК,11,138
7752,ДЕҲҚОНОБОД,11,138
7753,ХОНДИБОҒИ,0,0
7754,БЕРУНИЙ,0,9
7755,НАЙМАНСОЙ,11,143
7756,БАХРИН,6,73
7757,ЮҚОРИ ҚАЙРОҚЛИ,6,82
7758,ҚИРҚҚУЛОЧ,3,45
7759,15-МИСГАРЛИК,11,188
7760,УСМОНОБОД,11,133
7761,РАВОТ,6,83
7762,ХЎЖАТЕПА,0,8
7763,ДЕҲҚОН,4,54
7764,ЗИЁКОР,4,54
7765,ОБОД ТУРМУШ,0,2
7766,ОҚСОЙ,6,81
7767,ДЎСТЛИК,6,81
7768,НАЙМАН,6,72
7769,ТЕРАК-ТАГИ,11,205
7770,БУРҲОНИДДИН МАРҒИЛОНИЙ,11,205
7771,ТЎЛҚИН,0,11
7772,ҚОРАТЕПА,6,82
7773,ЧУМЧУҚЛИ,6,82
7774,ИСТИҚЛОЛ,3,190
7775,НУРАФШОН,5,182
7776,ФАРОВОН,5,182
7777,ҚЎҚОН ҚИШЛОҚ,5,61
7778,ЖЕКЕ ТЕРЕК,13,186
7779,ТАСЛАҚ,13,186
7780,АТА МÁКАН,13,186
7781,ШАЙИРЛАР АШИЛИ,13,186
7782,МИРВОШИ,1,16
7783,ЎРТА ТУРКМАН,6,80
7784,ЯНГИРАВОТ,6,80
7785,АНДАРХОН,11,137
7786,ЗАРАФШОН,1,19
7787,ОЙДИН,1,23
7788,КАЛВАК,5,64
7789,ҲАМИД ОЛИМЖОН,5,64
7790,ИКРОМ КАРВОН,4,58
7791,РОҲАТ,0,10
7792,САФОХЎЖА ,6,73
7793,ҚЎЧҚОРСЎЙГАН,10,122
7794,ГУЛИСТОН,10,125
7795,БОҒИШАМОЛ,3,190
7796,ПАЙНОБ,0,12
7797,ЕСОНТУРДИ,6,71
7798,ГУЗАРБОШИ,11,142
7799,ҚЎШШУКУР,10,127
7800,НУРОНИЙ,6,83
7801,ДЎСТЛИК,6,83
7802,МАДАНИЯТ,6,83
7803,ОҚМАЧИТ,3,38
7804,ЯНГИ САНОАТ,6,78
7805,ИШЧИЛАР ШАҲАРЧАСИ,10,206
7806,ЯНГИ-ХАЁТ,10,124
7807,ЮМАЛОҚ ТЕПА,5,69
7808,МИЛТИҚЧИ,4,52
7809,ҒОЗИ-ҒИЖДОН,11,139
7810,ОЛТИН ВОДИЙ,11,139
7811,НУРЛИ ЙЎЛ,6,179
7812,ЮҚОРИ БЕШРАБОТ,4,53
7813,БЎСТОН,8,102
7814,ФАРХОД,8,105
7815,ХУСНОБОД,8,105
7816,ЮКСАЛИШ,0,13
7817,МИРЗАОБОД,0,9
7818,ҚИЙҚИ,11,134
7819,ҚИЗИЛАРИҚ,11,134
7820,ОБОД,0,195
7821,ҒАЙРАТ,0,195
7822,ТОХИРШАЙХ,6,77
7823,ҚИРҚОВУЛ,6,77
7824,БАҲОР,6,77
7825,ЎЗБЕКИСТОН,6,83
7826,ҚЎШЧИНОР,6,83
7827,ЕЛЧИ,11,143
7828,ДАШТ ЧЎЛПОН,11,143
7829,ПИСТАМОЗОР,0,195
7830,ЧЎМБОҒИШ,11,136
7831,ЖУРИЯТ,6,72
7832,ҚЎРҒОНСАЛОМОН,6,72
7833,ҚИРҚВОЛИДА,11,135
7834,ТАЛИБАРЗУ ПОЁН,6,80
7835,ГУЛЗОР,10,124
7836,ОЙБЕК,10,124
7837,ҚАНДИЁН,5,69
7838,ГУЛШАН,12,155
7839,АРВИК,12,155
7840,ОБОД,10,126
7841,ДЎСТЛИК БОҒИ,12,149
7842,МУРУНТАУ,4,201
7843,ГУЛБОҒ,4,52
7844,АВАЗСОЙ,4,55
7845,БЕШКАПА,11,139
7846,КИЧИК КЕНАГАС,11,139
7847,НАВБАХОР,6,71
7848,ЯНГИЧЕК,11,133
7849,ҚАРМИШ,12,157
7850,АШХОБОД,12,148
7851,САНОАТ,12,152
7852,КАТТА ҚУРАМА,5,64
7853,СОВУНГАР,4,53
7854,ТИНЧЛИК,8,105
7855,ЎЗБЕКИСТОН ТЎКИНЧИЛИГИ,8,105
7856,С.СЕГИЗБАЕВ,10,118
7857,ТУРКИСТОН,5,66
7858,ПАХТАЧИ,5,66
7859,КЎК ОРОЛ,10,122
7860,ОҚ ОВУЛ,10,125
7861,НАВОИЙ,10,125
7862,ЯНГИОБОД,10,125
7863,ҚЎРҒОН,1,17
7864,САРДОР,1,17
7865,ҒУЛОМТЕ,1,24
7866,ШОДЛИК,1,24
7867,БОБУР,1,203
7868,ШАВГОН,1,21
7869,БОҒИМУСО,1,21
7870,ЗЕБУНИСО,10,126
7871,НАВБАҲОР,1,20
7872,БОЗОРЖОЙИ,1,16
7873,ОБИДХЎЖА,1,21
7874,САМАРҚАНД-ҚУДУҚ,2,28
7875,ГУЛШАН,2,30
7876,ЎЗБЕКИСТОН,2,30
7877,НУРЛИ ЙЎЛ,10,177
7878,ЁШЛИК,10,118
7879,МАДАНИЯТ,10,118
7880,ҲАМИД ОЛИМЖОН,10,118
7881,ФАЗЛИ,3,46
7882,САРЮЗ,10,120
7883,ДЎСТЛИК,10,122
7884,ЯНГИОБОД,10,122
7885,ДЕЙЧА,1,21
7886,ҚОРАҚАЛПОҚ,1,21
7887,РОСТГЎЙ,1,17
7888,ЗАРАФШОН,1,23
7889,ДЎСТЛИК,1,15
7890,ЧУСТНОН-ДЎСТЛАРОБОД,5,68
7891,БОЯҒОН,5,65
7892,ИСЛОМОБОД,5,65
7893,ШАФТОЛИ,5,65
7894,ЯНГИ АСР,11,144
7895,ЎРТА ҚИШЛОҚ ,11,144
7896,ШАРҚ ҲАҚИҚАТИ,11,144
7897,ДЕХҚОНОБОД,11,144
7898,ЯНГИҚАЗҒАН,4,51
7899,ЯНГИОБОД,0,1
7900,САДДАТАГИ,0,1
7901,ҚИЗИЛОЙ,4,53
7902,ЧИНОБОД,0,2
7903,БЎСТОН,0,6
7904,ЙЎРМАДУЗ,11,205
7905,ЁВҚОЧАР,11,205
7906,МАРҒИЛОН,5,182
7907,ТЎҚБОЙ,6,78
7908,ПАРЧАЮЗ,10,120
7909,ҚЎРҒОНТЕПА,10,118
7910,ЮҚОРИ МАНҒИТ,11,136
7911,БЕГМУРОД,11,139
7912,ҒОЙИБОН,4,52
7913,ЁВИ,6,74
7914,ВАЙРОТ,6,74
7915,ҚИЁТ,6,74
7916,МУЛЛАКУРПА,6,74
7917,ДЎСТЛИК,11,142
7918,ЯНГИОБОД,11,147
7919,ХЎЖАЎЛДИ,11,136
7920,ҚИПЧОҚ,0,9
7921,ТЕРАКТАГИ,0,11
7922,ЯНГИТУРМУШ,4,55
7923,ОБОД,3,37
7924,ЧИНОҚ,6,75
7925,НАВКАТ,6,75
7926,ПИЧОТ,6,75
7927,ҚАЙНАМА,6,80
7928,КЎКАЛАМ ,0,5
7929,АРАБ,11,136
7930,ҚОРАҚУМ,11,136
7931,ВАТАН,4,202
7932,ОБОД,11,188
7933,21-ҒАЛЧАСОЙ,11,188
7934,ХОСА,6,77
7935,БАҒДОД,11,135
7936,ЧЎЛ ЮНУС,11,135
7937,КОКПАТАС,4,204
7938,АБДУРАХМОН ЖОМИЙ,11,143
7939,ГУЛЗОР,4,52
7940,ЕРГАШОБОД,0,9
7941,АХСИКЕНТ,5,178
7942,МИРИШКОР,10,131
7943,МУСТАҚИЛЛИК,3,50
7944,ГЕОЛОГ,3,44
7945,БИРЛИК,10,121
7946,АЛАМИ,5,59
7947,ЎЗГАРИШ,5,59
7948,ГУЛИСТОН,12,209
7949,С.ХОНДОЙЛИҚИЙ,10,121
7950,ЧОРБОҒ,10,124
7951,МУСТАҚИЛЛИК,11,138
7952,ЯНГИ ТЎЛҚИН,0,1
7953,ЎРТА АРИҚ,0,0
7954,БИРЛИК,0,9
7955,КУЙГАН-ЁР,0,6
7956,А НАВОИЙ,0,6
7957,ХАЗАРБОБО,6,73
7958,АХИЛЛИК,10,130
7959,САРЧАШМА,3,38
7960,ТЕПАҚЎРҒОН,5,63
7961,МАРҒИЗОР,5,63
7962,ЯНГИЧЕК,5,63
7963,ЯНГИ ФАРҒОНА,0,13
7964,НИШОББЎЙИ,0,13
7965,САРҚАМИШ,0,13
7966,АЙШАХОНУМ,0,0
7967,САРВОНТЕПА,0,195
7968,СОҲИЛ,3,48
7969,ЯНГИ ДАМ,3,48
7970,ҚИРҒИЗ,3,48
7971,ҚИЗИЛРАБОТ,4,53
7972,НАВБАҲОР,4,53
7973,ФАЙЗ,11,134
7974,НАЙМАНБЎСТОН,11,142
7975,МЕВАЗОР,11,140
7976,ЖАЛАЙЕР,11,140
7977,ҚОШҚАЙРОН,11,140
7978,СЎХОБОД,11,140
7979,ҚУЧҚОР ҚАРШИЕВ,6,73
7980,ШАКАР,11,134
7981,ГУЛИСТОН,0,4
7982,АЛТИН ЖАҒИС,13,186
7983,БОҒАРО,10,176
7984,МУСО ЖАЛИЛ,10,176
7985,ШАРОФ РАШИДОВ,10,176
